medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,url_event,birth_date,code
02-08-2024,Gold Medal,1,WANG Zongyuan,Male,China,CHN,China,People's Republic of China,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,24-10-2001,
02-08-2024,Silver Medal,2,CELAYA HERNANDEZ Juan Manuel,Male,Mexico,MEX,Mexico,Mexico,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,01-09-1998,
02-08-2024,Silver Medal,2,OLVERA IBARRA Osmar,Male,Mexico,MEX,Mexico,Mexico,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,05-06-2004,
02-08-2024,Bronze Medal,3,HARDING Anthony,Male,Great Britain,GBR,Great Britain,Great Britain,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,30-06-2000,
02-08-2024,Bronze Medal,3,LAUGHER Jack,Male,Great Britain,GBR,Great Britain,Great Britain,M,Diving,Men's Synchronised 3m Springboard,TEAM,/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--,30-01-1995,
02-08-2024,Gold Medal,1,BRASH Scott,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,23-11-1985,
02-08-2024,Gold Medal,1,CHARLES Harry,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,15-07-1999,
02-08-2024,Gold Medal,1,MAHER Ben,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,30-01-1983,
02-08-2024,Gold Medal,1,STOCKDALE Joseph,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,18-10-1999,
02-08-2024,Silver Medal,2,WARD McLain,Male,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,17-10-1975,
02-08-2024,Silver Medal,2,FARRINGTON Kent,Male,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,28-12-1980,
02-08-2024,Silver Medal,2,KRAUT Laura,Female,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,14-11-1965,
02-08-2024,Silver Medal,2,COOK Karl,Male,United States,USA,United States,United States of America,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,25-12-1990,
02-08-2024,Bronze Medal,3,,,,,,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,,
02-08-2024,Bronze Medal,3,DELESTRE Simon,Male,France,FRA,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,21-06-1981,
02-08-2024,Bronze Medal,3,EPAILLARD Julien,Male,France,FRA,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,24-07-1977,
02-08-2024,Bronze Medal,3,PERREAU Olivier,Male,France,FRA,France,France,O,Equestrian,Jumping Team,TEAM,/en/paris-2024/results/equestrian/jumping-team/fnl-000100--,23-06-1986,
02-08-2024,Gold Medal,1,SIKLOSI Gergely,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,04-09-1997,
02-08-2024,Gold Medal,1,KOCH Mate Tamas,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,17-09-1999,
02-08-2024,Gold Medal,1,ANDRASFI Tibor,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,10-12-1999,
02-08-2024,Gold Medal,1,NAGY David,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,14-07-1999,
02-08-2024,Silver Medal,2,KANO Koki,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,19-12-1997,
02-08-2024,Silver Medal,2,MINOBE Kazuyasu,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,15-07-1987,
02-08-2024,Silver Medal,2,YAMADA Masaru,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,14-06-1994,
02-08-2024,Silver Medal,2,KOMATA Akira,Male,Japan,JPN,Japan,Japan,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000100--,31-01-1998,
02-08-2024,Bronze Medal,3,BERAN Jiri,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,18-01-1982,
02-08-2024,Bronze Medal,3,JURKA Jakub,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,13-06-1999,
02-08-2024,Bronze Medal,3,RUBES Martin,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,16-09-1996,
02-08-2024,Bronze Medal,3,CUPR Michal,Male,Czechia,CZE,Czechia,Czechia,M,Fencing,Men's Épée Team,HTEAM,/en/paris-2024/results/fencing/men-s-epee-team/fnl-000200--,23-12-1991,
02-08-2024,Gold Medal,1,Mc CARTHY Fintan,Male,Ireland,IRL,Ireland,Ireland,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,23-11-1996,
02-08-2024,Gold Medal,1,O DONOVAN Paul,Male,Ireland,IRL,Ireland,Ireland,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,19-04-1994,
02-08-2024,Silver Medal,2,OPPO Stefano,Male,Italy,ITA,Italy,Italy,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,12-09-1994,
02-08-2024,Silver Medal,2,SOARES Gabriel,Male,Italy,ITA,Italy,Italy,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,22-01-1997,
02-08-2024,Bronze Medal,3,PAPAKONSTANTINOU Antonios,Male,Greece,GRE,Greece,Greece,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,18-03-1999,
02-08-2024,Bronze Medal,3,GKAIDATZIS Petros,Male,Greece,GRE,Greece,Greece,M,Rowing,Lightweight Men's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------,25-11-2000,
02-08-2024,Gold Medal,1,CRAIG Emily,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,30-11-1992,
02-08-2024,Gold Medal,1,GRANT Imogen,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,26-02-1996,
02-08-2024,Silver Medal,2,van GRONINGEN Gianina Elena,Female,Romania,ROU,Romania,Romania,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,21-05-1995,
02-08-2024,Silver Medal,2,COZMIUC Ionela Livia,Female,Romania,ROU,Romania,Romania,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,03-01-1995,
02-08-2024,Bronze Medal,3,KONTOU Dimitra,Female,Greece,GRE,Greece,Greece,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,23-09-2005,
02-08-2024,Bronze Medal,3,FITSIOU Zoi,Female,Greece,GRE,Greece,Greece,W,Rowing,Lightweight Women's Double Sculls,TEAM,/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------,14-09-1995,
02-08-2024,Gold Medal,1,SINKOVIC Martin,Male,Croatia,CRO,Croatia,Croatia,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,10-11-1989,
02-08-2024,Gold Medal,1,SINKOVIC Valent,Male,Croatia,CRO,Croatia,Croatia,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,02-08-1988,
02-08-2024,Silver Medal,2,WYNNE-GRIFFITH Oliver,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,29-05-1994,
02-08-2024,Silver Medal,2,GEORGE Tom,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,22-09-1994,
02-08-2024,Bronze Medal,3,ROEOESLI Roman,Male,Switzerland,SUI,Switzerland,Switzerland,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,22-09-1993,
02-08-2024,Bronze Medal,3,GULICH Andrin,Male,Switzerland,SUI,Switzerland,Switzerland,M,Rowing,Men's Pair,TEAM,/en/paris-2024/results/rowing/men-s-pair/fnl---------,09-03-1999,
02-08-2024,Gold Medal,1,CLEVERING Ymkje,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,17-07-1995,
02-08-2024,Gold Medal,1,MEESTER Veronique,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,07-04-1995,
02-08-2024,Silver Medal,2,VRINCEANU Ioana,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,07-03-1994,
02-08-2024,Silver Medal,2,ANGHEL Roxana,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,01-01-1998,
02-08-2024,Bronze Medal,3,MORRISON Jess,Female,Australia,AUS,Australia,Australia,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,18-05-1992,
02-08-2024,Bronze Medal,3,McINTYRE Annabelle,Female,Australia,AUS,Australia,Australia,W,Rowing,Women's Pair,TEAM,/en/paris-2024/results/rowing/women-s-pair/fnl---------,12-09-1996,
02-08-2024,Gold Medal,1,BOTIN le CHEVER Diego,Male,Spain,ESP,Spain,BOTIN le CHEVER Diego / TRITTEL PAUL Florian,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,25-12-1993,
02-08-2024,Gold Medal,1,TRITTEL PAUL Florian,Male,Spain,ESP,Spain,BOTIN le CHEVER Diego / TRITTEL PAUL Florian,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,23-05-1994,
02-08-2024,Silver Medal,2,McHARDIE Isaac,Male,New Zealand,NZL,New Zealand,McHARDIE Isaac / McKENZIE William,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,06-07-1997,
02-08-2024,Silver Medal,2,McKENZIE William,Male,New Zealand,NZL,New Zealand,McHARDIE Isaac / McKENZIE William,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,19-02-1997,
02-08-2024,Bronze Medal,3,BARROWS Ian,Male,United States,USA,United States,BARROWS Ian Macdill / HENKEN Hans Dakota August,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,14-01-1995,
02-08-2024,Bronze Medal,3,HENKEN Hans,Male,United States,USA,United States,BARROWS Ian Macdill / HENKEN Hans Dakota August,M,Sailing,Men's Skiff,TEAM,/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--,04-06-1992,
02-08-2024,Gold Medal,1,van AANHOLT Odile,Female,Netherlands,NED,Netherlands,van AANHOLT Odile / DUETZ Annette,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,14-01-1998,
02-08-2024,Gold Medal,1,DUETZ Annette,Female,Netherlands,NED,Netherlands,van AANHOLT Odile / DUETZ Annette,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,29-06-1993,
02-08-2024,Silver Medal,2,BOBECK Vilma,Female,Sweden,SWE,Sweden,BOBECK Vilma / NETZLER Rebecca,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,05-01-1998,
02-08-2024,Silver Medal,2,NETZLER Rebecca,Female,Sweden,SWE,Sweden,BOBECK Vilma / NETZLER Rebecca,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,22-07-1995,
02-08-2024,Bronze Medal,3,STEYAERT Sarah,Female,France,FRA,France,STEYAERT Sarah / PICON Charline,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,27-11-1986,
02-08-2024,Bronze Medal,3,PICON Charline,Female,France,FRA,France,STEYAERT Sarah / PICON Charline,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--,23-12-1984,
02-08-2024,Gold Medal,1,SINIAKOVA Katerina,Female,Czechia,CZE,Czechia,Siniakova / Machac,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,10-05-1996,
02-08-2024,Gold Medal,1,MACHAC Tomas,Male,Czechia,CZE,Czechia,Siniakova / Machac,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,13-10-2000,
02-08-2024,Silver Medal,2,WANG Xinyu,Female,China,CHN,China,Wang / Zhang,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,26-09-2001,
02-08-2024,Silver Medal,2,ZHANG Zhizhen,Male,China,CHN,China,Wang / Zhang,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--,16-10-1996,
02-08-2024,Bronze Medal,3,DABROWSKI Gabriela,Female,Canada,CAN,Canada,Dabrowski / Auger-Aliassime,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--,01-04-1992,
02-08-2024,Bronze Medal,3,AUGER-ALIASSIME Felix,Male,Canada,CAN,Canada,Dabrowski / Auger-Aliassime,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--,08-08-2000,
03-08-2024,Gold Medal,1,KLEIN IKKINK Isaya,Male,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,13-05-2003,
03-08-2024,Gold Medal,1,OMALLA Eugene,Male,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,05-10-2000,
03-08-2024,Gold Medal,1,BOL Femke,Female,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,23-02-2000,
03-08-2024,Gold Medal,1,KLAVER Lieke,Female,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,20-08-1998,
03-08-2024,Gold Medal,1,PEETERS Cathelijn,Female,Netherlands,NED,Netherlands,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,06-11-1996,
03-08-2024,Gold Medal,1,,,,,,Netherlands,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,,
03-08-2024,Silver Medal,2,DEADMON Bryce,Male,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,26-03-1997,
03-08-2024,Silver Medal,2,NORWOOD Vernon,Male,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,10-04-1992,
03-08-2024,Silver Medal,2,WILSON Quincy,Male,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,08-01-2008,
03-08-2024,Silver Medal,2,BROWN Kaylyn,Female,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,31-12-2004,
03-08-2024,Silver Medal,2,LITTLE Shamier,Female,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,20-03-1995,
03-08-2024,Silver Medal,2,WHITTAKER Isabella,Female,United States,USA,United States,United States of America,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,15-02-2002,
03-08-2024,Bronze Medal,3,DAVEY Lewis,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,24-10-2000,
03-08-2024,Bronze Medal,3,HAYDOCK-WILSON Alex,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,28-07-1999,
03-08-2024,Bronze Medal,3,JEFFERIES Ben,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,10-09-1999,
03-08-2024,Bronze Medal,3,REARDON Samuel,Male,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,30-10-2003,
03-08-2024,Bronze Medal,3,ANNING Amber,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,18-11-2000,
03-08-2024,Bronze Medal,3,KELLY Hannah,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,20-12-2000,
03-08-2024,Bronze Medal,3,NIELSEN Laviai,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,13-03-1996,
03-08-2024,Bronze Medal,3,WILLIAMS Jodie,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,28-09-1993,
03-08-2024,Bronze Medal,3,YEARGIN Nicole,Female,Great Britain,GBR,Great Britain,Great Britain,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--,11-08-1997,
03-08-2024,Gold Medal,1,CHEN Qing Chen,Female,China,CHN,China,CHEN Qing Chen / JIA Yi Fan,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,23-06-1997,
03-08-2024,Gold Medal,1,JIA Yi Fan,Female,China,CHN,China,CHEN Qing Chen / JIA Yi Fan,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,29-06-1997,
03-08-2024,Silver Medal,2,LIU Sheng Shu,Female,China,CHN,China,LIU Sheng Shu / TAN Ning,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,08-04-2004,
03-08-2024,Silver Medal,2,TAN Ning,Female,China,CHN,China,LIU Sheng Shu / TAN Ning,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--,03-04-2003,
03-08-2024,Bronze Medal,3,MATSUYAMA Nami,Female,Japan,JPN,Japan,MATSUYAMA Nami / SHIDA Chiharu,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000200--,28-06-1998,
03-08-2024,Bronze Medal,3,SHIDA Chiharu,Female,Japan,JPN,Japan,MATSUYAMA Nami / SHIDA Chiharu,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000200--,29-04-1997,
03-08-2024,Gold Medal,1,von BREDOW-WERNDL Jessica,Female,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,16-02-1986,
03-08-2024,Gold Medal,1,WANDRES Frederic,Male,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,25-03-1987,
03-08-2024,Gold Medal,1,WERTH Isabell,Female,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,21-07-1969,
03-08-2024,Gold Medal,1,ROTHENBERGER Soenke,Male,Germany,GER,Germany,Germany,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,14-10-1994,
03-08-2024,Silver Medal,2,BACHMANN ANDERSEN Daniel,Male,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,01-06-1990,
03-08-2024,Silver Medal,2,LAUDRUP-DUFOUR Cathrine,Female,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,02-01-1992,
03-08-2024,Silver Medal,2,SKODBORG MERRALD Nanna,Female,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,08-10-1993,
03-08-2024,Silver Medal,2,SLOTH Nadja Aaboe,Female,Denmark,DEN,Denmark,Denmark,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,23-10-1992,
03-08-2024,Bronze Medal,3,FRY Charlotte,Female,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,11-02-1996,
03-08-2024,Bronze Medal,3,HESTER Carl,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,29-06-1967,
03-08-2024,Bronze Medal,3,MOODY Becky,Female,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,16-03-1980,
03-08-2024,Bronze Medal,3,GOULD Andrew,Male,Great Britain,GBR,Great Britain,Great Britain,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--,21-05-1980,
03-08-2024,Gold Medal,1,KHARLAN Olga,Female,Ukraine,UKR,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,04-09-1990,
03-08-2024,Gold Medal,1,KOMASHCHUK Alina,Female,Ukraine,UKR,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,24-04-1993,
03-08-2024,Gold Medal,1,KRAVATSKA Olena,Female,Ukraine,UKR,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,22-06-1992,
03-08-2024,Gold Medal,1,BAKASTOVA Yuliia,Female,Ukraine,UKR,Ukraine,Ukraine,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,26-06-1996,
03-08-2024,Silver Medal,2,YOON Jisu,Female,Korea,KOR,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,24-01-1993,
03-08-2024,Silver Medal,2,JEON Hayoung,Female,Korea,KOR,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,18-08-2001,
03-08-2024,Silver Medal,2,CHOI Sebin,Female,Korea,KOR,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,11-08-2000,
03-08-2024,Silver Medal,2,JEON Eunhye,Female,Korea,KOR,Korea,Republic of Korea,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--,01-08-1997,
03-08-2024,Bronze Medal,3,EMURA Misaki,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,20-11-1998,
03-08-2024,Bronze Medal,3,TAKASHIMA Risa,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,08-02-1999,
03-08-2024,Bronze Medal,3,FUKUSHIMA Shihomi,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,19-06-1995,
03-08-2024,Bronze Medal,3,OZAKI Seri,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--,22-09-2002,
